duration_ms,danceability,speechiness,popularity
147304,0.763,0.0487,56
222027,0.641,0.0552,62
208147,0.847,0.243,55
212000,0.886,0.457,56
246173,0.854,0.217,62
203333,0.459,0.0386,55
89443,0.512,0.19,55
356960,0.666,0.0521,59
176000,0.843,0.0592,59
215000,0.743,0.0625,62
190596,0.768,0.125,59
248544,0.39,0.0769,67
213667,0.576,0.0325,69
217679,0.74,0.0498,57
243800,0.654,0.0563,60
198973,0.548,0.0382,62
174765,0.455,0.113,58
212107,0.769,0.216,64
78200,0.702,0.0529,60
272500,0.596,0.0527,57
233440,0.446,0.382,55
149606,0.716,0.0923,56
293120,0.525,0.0683,63
240760,0.648,0.167,61
224554,0.678,0.0861,58
266087,0.546,0.0353,61
193040,0.333,0.0631,59
237947,0.693,0.0665,64
180880,0.54,0.341,56
216400,0.486,0.0365,62
224606,0.636,0.0898,60
299321,0.684,0.187,55
228147,0.606,0.155,63
223320,0.566,0.0353,53
197296,0.722,0.035,58
270054,0.589,0.0442,61
255413,0.444,0.126,60
136673,0.562,0.0689,59
232467,0.478,0.148,63
255882,0.539,0.0721,59
260093,0.549,0.0462,55
204427,0.435,0.324,61
224213,0.481,0.0433,61
216929,0.711,0.0367,60
158000,0.711,0.222,59
190375,0.644,0.0296,58
147429,0.774,0.0404,57
235147,0.477,0.12,72
391907,0.495,0.301,61
173187,0.538,0.184,58
196000,0.665,0.0401,56
228133,0.692,0.0928,57
222307,0.602,0.051,62
219733,0.738,0.127,58
277627,0.336,0.0353,63
259709,0.698,0.229,57
275320,0.552,0.125,59
380533,0.573,0.0423,60
159293,0.551,0.101,56
277333,0.663,0.102,60
275707,0.767,0.0616,64
232630,0.642,0.0432,62
224907,0.686,0.0447,59
195413,0.522,0.309,61
343173,0.773,0.297,63
290385,0.682,0.0457,62
204427,0.734,0.146,58
284187,0.622,0.119,58
314053,0.543,0.0633,58
184005,0.793,0.0462,67
179613,0.53,0.0466,56
196107,0.61,0.104,58
553853,0.448,0.276,56
278333,0.85,0.0513,62
182893,0.764,0.0982,59
184147,0.66,0.0811,62
177323,0.757,0.167,54
128157,0.72,0.0335,55
223533,0.733,0.0335,66
233747,0.601,0.0328,57
211909,0.696,0.0952,64
238467,0.636,0.0263,64
275618,0.485,0.0525,62
270662,0.268,0.122,62
274533,0.697,0.0463,61
154787,0.847,0.115,69
235424,0.8,0.0912,74
215680,0.416,0.331,61
230281,0.55,0.211,64
190080,0.326,0.032,59
200125,0.648,0.0345,63
226360,0.372,0.148,57
246147,0.538,0.0637,53
142452,0.633,0.0603,59
262893,0.718,0.168,60
135000,0.517,0.0457,54
189027,0.525,0.0317,57
217840,0.759,0.059,56
181277,0.627,0.458,56
321853,0.529,0.187,62
275413,0.67,0.0513,59
274333,0.726,0.0298,63
284000,0.768,0.106,58
257427,0.529,0.0629,54
208573,0.588,0.161,61
161080,0.442,0.786,62
187310,0.715,0.155,60
125236,0.733,0.207,57
196027,0.536,0.0429,58
244280,0.678,0.0628,61
219340,0.681,0.0657,61
229161,0.608,0.0341,58
212933,0.378,0.399,55
269773,0.571,0.0418,56
266470,0.437,0.0354,56
257747,0.59,0.0408,61
210606,0.61,0.0372,59
237520,0.821,0.0902,55
150108,0.787,0.45,60
368720,0.411,0.0588,59
148252,0.942,0.311,57
259918,0.54,0.072,59
135361,0.754,0.321,57
319293,0.665,0.206,62
212495,0.64,0.147,61
215177,0.678,0.145,61
271173,0.728,0.0317,56
249960,0.652,0.263,61
164257,0.536,0.0478,55
183453,0.361,0.0286,50
278200,0.7,0.0465,52
200492,0.75,0.12,66
215800,0.754,0.112,63
275933,0.578,0.0552,60
276013,0.583,0.0386,61
127692,0.691,0.126,60
206859,0.733,0.0286,60
196062,0.747,0.0599,56
310192,0.53,0.0512,60
219587,0.498,0.0404,54
238827,0.807,0.0748,61
226293,0.531,0.286,60
190084,0.536,0.261,63
206526,0.737,0.0482,56
213250,0.64,0.041,61
161033,0.847,0.221,56
251228,0.638,0.0744,57
248432,0.624,0.0799,57
204133,0.694,0.0635,58
267933,0.597,0.0326,58
242672,0.385,0.147,67
267920,0.644,0.0519,59
203000,0.504,0.0622,58
262227,0.652,0.0378,55
218723,0.787,0.0675,53
237800,0.66,0.29,60
136343,0.387,0.128,56
211296,0.735,0.247,60
275797,0.633,0.0446,61
235133,0.659,0.0487,71
257698,0.603,0.423,53
242573,0.497,0.563,55
243160,0.508,0.0383,54
193387,0.498,0.381,53
315040,0.459,0.453,53
212147,0.561,0.138,63
227260,0.832,0.063,57
203333,0.829,0.106,63
206350,0.682,0.359,60
269773,0.527,0.0577,58
210133,0.752,0.452,59
203574,0.492,0.0505,61
121739,0.689,0.0783,59
177856,0.715,0.199,56
203467,0.753,0.0296,68
234000,0.571,0.0644,56
188413,0.627,0.107,59
187344,0.504,0.0881,55
227533,0.48,0.0447,66
226720,0.673,0.0438,59
277153,0.752,0.0447,60
218926,0.795,0.088,62
258714,0.647,0.0297,59
240173,0.328,0.126,60
223160,0.607,0.153,59
198460,0.658,0.0311,63
204747,0.692,0.0368,54
440013,0.447,0.323,60
260400,0.736,0.156,53
214159,0.689,0.0509,56
190147,0.93,0.174,56
245987,0.559,0.0946,53
192707,0.694,0.131,58
305067,0.54,0.0269,64
244686,0.576,0.158,52
174000,0.678,0.0844,56
231654,0.85,0.0689,64
177429,0.703,0.0823,55
207733,0.835,0.284,63
285067,0.631,0.0302,60
257000,0.749,0.144,60
260894,0.474,0.241,60
234802,0.457,0.243,55
217347,0.405,0.0427,54
230933,0.4,0.0317,62
291560,0.762,0.0562,57
200078,0.671,0.0483,61
220480,0.83,0.116,55
180429,0.447,0.129,56
235067,0.823,0.103,54
220373,0.451,0.2,59
113270,0.488,0.0498,57
224099,0.629,0.0338,60
167693,0.432,0.428,61
84365,0.671,0.0301,56
227742,0.717,0.036,56
230540,0.68,0.247,56
213040,0.524,0.142,55
291240,0.6,0.0446,57
207920,0.593,0.0366,55
223942,0.696,0.091,57
179332,0.6,0.429,57
177855,0.589,0.137,54
202720,0.497,0.054,57
302547,0.42,0.396,60
68588,0.632,0.685,59
222147,0.614,0.12,57
223973,0.646,0.458,64
197551,0.526,0.0374,52
219391,0.855,0.141,64
238747,0.636,0.332,60
185973,0.687,0.144,59
119668,0.45,0.0329,57
181533,0.411,0.0604,57
189695,0.753,0.435,61
251750,0.612,0.0533,56
186381,0.535,0.109,55
287333,0.672,0.0624,56
265897,0.211,0.0446,52
201420,0.683,0.0497,68
192600,0.851,0.0832,61
151550,0.453,0.0627,52
213720,0.624,0.052,58
245907,0.833,0.08,56
151144,0.842,0.461,56
221620,0.794,0.0369,57
169410,0.388,0.0472,59
237720,0.539,0.704,56
259760,0.466,0.0393,58
177987,0.435,0.0839,56
251520,0.71,0.0384,57
238267,0.566,0.193,53
155617,0.627,0.0382,58
314352,0.81,0.181,62
195205,0.767,0.118,60
208562,0.379,0.138,55
261213,0.542,0.0824,61
316053,0.569,0.181,59
251111,0.706,0.0381,56
212880,0.681,0.036,57
213600,0.664,0.306,60
128571,0.586,0.246,58
283787,0.671,0.368,59
230240,0.672,0.0781,59
229107,0.707,0.046,64
251861,0.83,0.0485,56
162475,0.672,0.0689,57
199934,0.451,0.0487,61
229773,0.64,0.286,58
296267,0.655,0.025,62
254067,0.771,0.155,57
214480,0.369,0.0438,55
162365,0.773,0.0999,64
226128,0.735,0.092,61
192562,0.657,0.257,55
234693,0.616,0.0973,64
379228,0.709,0.0314,62
233867,0.7,0.0395,57
207507,0.765,0.103,59
236040,0.783,0.0444,58
292400,0.806,0.102,64
201673,0.741,0.118,59
303971,0.378,0.0408,56
60000,0.554,0.469,55
188107,0.434,0.0659,54
216800,0.463,0.0367,70
159787,0.708,0.231,58
182692,0.741,0.118,58
214977,0.563,0.3,56
258227,0.582,0.0483,59
179533,0.578,0.274,61
229642,0.636,0.137,53
243173,0.668,0.356,61
251279,0.406,0.045,60
196139,0.613,0.221,61
108562,0.693,0.114,54
173333,0.625,0.349,54
143888,0.597,0.0597,58
215556,0.443,0.151,57
163500,0.611,0.0626,55
318840,0.632,0.039,53
266307,0.576,0.0426,55
229693,0.714,0.0342,56
240667,0.795,0.0659,62
428200,0.571,0.0699,59
202248,0.458,0.361,54
161947,0.506,0.215,57
227584,0.524,0.028,66
231448,0.712,0.0813,56
168961,0.656,0.0663,59
206355,0.53,0.0248,61
174167,0.567,0.162,57
242747,0.728,0.0346,60
256613,0.834,0.305,57
235307,0.786,0.315,60
183392,0.722,0.0506,56
225200,0.709,0.0464,69
182907,0.616,0.183,58
237240,0.797,0.0404,57
214667,0.378,0.0616,57
203707,0.661,0.0433,53
188227,0.856,0.0472,55
185240,0.574,0.242,55
229776,0.265,0.117,55
235320,0.756,0.0682,55
221279,0.782,0.0459,64
140293,0.764,0.0427,56
188238,0.751,0.317,55
153133,0.96,0.195,58
271064,0.656,0.429,55
236680,0.394,0.276,63
186400,0.8,0.0862,57
263142,0.703,0.0406,57
304667,0.463,0.055,54
236572,0.609,0.188,51
215125,0.794,0.0521,59
236720,0.77,0.0375,58
252857,0.649,0.0298,56
268373,0.74,0.0761,60
247933,0.69,0.0587,56
200600,0.713,0.0383,53
200827,0.843,0.109,54
190000,0.588,0.164,59
155534,0.846,0.132,55
264600,0.651,0.0318,58
231341,0.612,0.0391,65
198620,0.604,0.0484,51
227631,0.577,0.0473,57
60000,0.689,0.0932,54
251627,0.664,0.0337,65
168667,0.54,0.0323,53
199947,0.632,0.282,57
189920,0.567,0.107,63
172507,0.668,0.165,58
199853,0.764,0.0703,63
223466,0.469,0.0461,36
178040,0.796,0.0453,61
291400,0.502,0.0339,65
198433,0.73,0.057,60
207857,0.687,0.0798,54
265373,0.88,0.0773,60
201050,0.831,0.0752,57
266000,0.764,0.273,57
240093,0.568,0.0361,57
219547,0.432,0.0475,60
170480,0.49,0.0285,51
205614,0.803,0.113,57
192093,0.532,0.0535,63
242676,0.641,0.0525,54
98662,0.498,0.0488,55
119893,0.721,0.422,52
294693,0.733,0.0457,60
192401,0.534,0.0758,54
203520,0.871,0.147,56
395987,0.514,0.052,61
204290,0.658,0.116,56
212219,0.678,0.195,52
208265,0.805,0.0414,62
230773,0.534,0.0336,57
225830,0.638,0.0292,54
251357,0.569,0.212,54
182733,0.69,0.0448,57
189499,0.464,0.0268,50
210267,0.696,0.0414,63
334497,0.382,0.0556,58
268187,0.484,0.0374,56
198067,0.748,0.0341,61
227755,0.479,0.236,57
217107,0.592,0.141,65
224640,0.817,0.0623,62
271800,0.545,0.0362,57
303030,0.782,0.0548,59
246773,0.556,0.311,59
89438,0.588,0.0546,57
193908,0.676,0.0807,55
235460,0.554,0.0395,34
219648,0.574,0.191,57
222747,0.43,0.0381,60
223642,0.715,0.0729,61
383833,0.419,0.37,34
291880,0.618,0.0477,63
271693,0.611,0.143,58
207080,0.8,0.161,54
169866,0.659,0.0786,58
114930,0.787,0.267,55
169827,0.464,0.062,55
212869,0.791,0.0676,59
235652,0.563,0.37,60
233248,0.509,0.0566,60
194160,0.624,0.153,61
211493,0.526,0.0509,63
293933,0.804,0.213,64
268800,0.66,0.208,64
181627,0.655,0.0687,55
286322,0.702,0.03,57
194013,0.433,0.357,57
159924,0.63,0.131,55
213225,0.802,0.0417,54
289480,0.554,0.211,56
252667,0.597,0.23,54
203027,0.566,0.325,56
295387,0.72,0.295,59
310520,0.563,0.0668,59
207120,0.69,0.118,59
134600,0.565,0.116,54
228000,0.771,0.0324,54
251613,0.606,0.0283,65
200240,0.731,0.192,56
222107,0.574,0.035,62
209040,0.88,0.0681,57
248854,0.399,0.0456,54
213173,0.59,0.261,59
187066,0.694,0.102,60
208640,0.556,0.0511,53
216653,0.749,0.0513,58
310597,0.809,0.297,56
190877,0.613,0.156,59
256154,0.694,0.0605,56
186070,0.839,0.0527,52
303720,0.637,0.0486,55
223773,0.629,0.0597,58
225080,0.696,0.0298,64
273293,0.261,0.0392,56
219440,0.556,0.0257,63
264373,0.85,0.0517,56
200880,0.849,0.0447,54
152532,0.585,0.296,56
264242,0.719,0.0368,54
193083,0.768,0.0907,54
221408,0.784,0.174,40
202387,0.794,0.0479,58
144878,0.739,0.302,56
161813,0.618,0.128,53
247494,0.691,0.131,56
273693,0.793,0.0383,55
225953,0.642,0.137,61
230211,0.674,0.387,54
243042,0.79,0.115,57
197147,0.739,0.21,58
197120,0.769,0.24,53
199364,0.656,0.0848,59
208333,0.749,0.0292,57
231533,0.552,0.0466,69
320784,0.411,0.243,53
164587,0.612,0.12,60
200621,0.608,0.286,57
350549,0.582,0.102,54
282333,0.746,0.0997,58
215190,0.334,0.0434,52
369040,0.436,0.0773,63
187390,0.707,0.201,71
191020,0.717,0.0345,58
199311,0.611,0.154,53
189154,0.758,0.0459,61
206493,0.483,0.03,65
230547,0.693,0.0306,58
201360,0.464,0.0516,59
273438,0.758,0.0317,56
224427,0.572,0.118,55
256147,0.687,0.032,64
248111,0.48,0.0912,58
225107,0.544,0.0345,51
206973,0.432,0.0973,54
225533,0.741,0.12,57
60000,0.565,0.0307,54
192000,0.606,0.264,57
184252,0.818,0.157,55
195755,0.598,0.0323,57
246087,0.485,0.193,60
252453,0.587,0.089,57
224093,0.59,0.0286,60
279399,0.678,0.0454,57
167920,0.893,0.276,53
262260,0.52,0.0566,58
201787,0.752,0.215,57
286720,0.684,0.0228,59
275640,0.827,0.251,61
253933,0.69,0.0779,59
79216,0.688,0.352,56
228750,0.615,0.267,55
185985,0.812,0.103,59
267507,0.763,0.225,57
247133,0.721,0.045,57
190920,0.689,0.0444,58
239213,0.51,0.0336,62
342604,0.362,0.0468,60
227009,0.551,0.139,54
297707,0.615,0.0352,59
225213,0.612,0.0612,60
189296,0.778,0.106,53
189884,0.67,0.0563,52
238160,0.672,0.0582,56
350640,0.296,0.0489,56
327693,0.358,0.0722,55
226253,0.587,0.0365,56
278067,0.648,0.0428,63
211636,0.807,0.055,58
198011,0.538,0.103,54
193747,0.746,0.0513,59
155206,0.733,0.366,38
128531,0.783,0.0659,52
178495,0.722,0.46,38
292520,0.379,0.112,58
273973,0.697,0.0476,58
393733,0.646,0.0866,57
197480,0.511,0.0473,59
193853,0.689,0.0329,57
243710,0.525,0.123,53
147605,0.839,0.196,49
343173,0.605,0.21,53
184581,0.64,0.0322,53
105533,0.393,0.283,53
196334,0.734,0.152,37
253671,0.49,0.0958,55
159893,0.717,0.0613,60
183533,0.691,0.0383,58
220645,0.807,0.0415,60
215667,0.523,0.375,58
219427,0.742,0.0309,59
236360,0.623,0.241,58
146318,0.768,0.0943,37
397093,0.448,0.0463,54
350267,0.724,0.0333,57
215440,0.796,0.271,57
271246,0.6,0.202,53
172490,0.766,0.351,61
207587,0.701,0.0808,58
137962,0.81,0.0529,37
183039,0.503,0.06,54
206197,0.649,0.126,37
261467,0.591,0.043,60
150746,0.671,0.205,56
295453,0.665,0.0314,57
189786,0.599,0.0905,54
250093,0.445,0.0518,51
170978,0.607,0.0345,56
277827,0.476,0.0704,56
210280,0.593,0.0349,53
269157,0.678,0.0688,37
258467,0.731,0.0603,55
245708,0.722,0.0319,53
191760,0.814,0.0499,65
237053,0.701,0.145,61
249013,0.496,0.112,62
213173,0.697,0.0455,61
226373,0.742,0.0315,59
209600,0.694,0.0444,61
190000,0.664,0.0625,60
175093,0.614,0.0504,59
165648,0.91,0.143,57
208531,0.463,0.0584,51
155960,0.65,0.0451,60
187653,0.776,0.0487,55
273040,0.653,0.0486,56
242013,0.814,0.0637,61
243307,0.691,0.0776,62
248613,0.487,0.0741,53
232273,0.611,0.0403,54
219214,0.729,0.0733,52
173028,0.712,0.0404,36
200293,0.571,0.109,57
241667,0.712,0.0458,54
215853,0.676,0.267,59
232880,0.538,0.0524,53
208027,0.77,0.372,62
268973,0.473,0.0339,55
280080,0.667,0.0339,55
295773,0.546,0.0523,67
263314,0.693,0.0901,54
204053,0.757,0.178,54
256253,0.429,0.0303,53
91465,0.753,0.0843,54
189480,0.55,0.155,54
174817,0.733,0.0587,57
168361,0.709,0.137,59
310480,0.843,0.0676,55
340333,0.451,0.0303,57
210640,0.439,0.0537,53
214187,0.571,0.0545,57
285613,0.581,0.0354,52
251067,0.702,0.0479,52
205224,0.577,0.0494,56
240000,0.559,0.173,54
269240,0.558,0.606,52
168907,0.677,0.0333,52
247253,0.714,0.0267,56
204017,0.633,0.203,61
190080,0.65,0.0344,67
222162,0.801,0.176,55
194142,0.646,0.0339,54
221293,0.728,0.0269,65
240091,0.429,0.0589,52
223293,0.855,0.0688,61
281533,0.4,0.334,61
264933,0.66,0.0409,63
174653,0.852,0.139,59
269400,0.793,0.0459,59
248649,0.682,0.0663,54
220653,0.661,0.0433,65
167893,0.596,0.537,53
261627,0.786,0.0501,55
162857,0.734,0.0754,55
195762,0.636,0.113,54
256747,0.641,0.0683,57
183136,0.722,0.229,60
200720,0.621,0.138,54
269539,0.625,0.112,65
290027,0.445,0.0464,52
289293,0.444,0.184,52
281293,0.626,0.0892,58
244720,0.751,0.0801,62
200790,0.669,0.0356,61
183840,0.696,0.219,59
164733,0.526,0.0284,58
193914,0.752,0.0466,56
221947,0.603,0.325,55
225631,0.56,0.0774,55
155600,0.883,0.226,53
241760,0.789,0.244,63
227423,0.658,0.0493,56
209062,0.629,0.0745,51
267860,0.326,0.0342,53
240320,0.467,0.0326,57
289720,0.643,0.0941,56
207057,0.789,0.0754,56
199863,0.68,0.222,51
309720,0.875,0.091,60
241825,0.835,0.292,54
173438,0.544,0.139,68
255184,0.584,0.0617,54
186027,0.826,0.0846,56
203680,0.654,0.0753,59
186827,0.412,0.0778,55
274680,0.284,0.0813,54
251467,0.339,0.0309,51
210686,0.76,0.124,65
234684,0.677,0.0396,55
199787,0.555,0.0384,53
208680,0.497,0.19,60
60000,0.767,0.078,53
148357,0.849,0.0662,52
185866,0.911,0.234,60
232240,0.521,0.031,60
172875,0.784,0.0365,60
294720,0.583,0.0533,53
215542,0.609,0.0352,51
107170,0.592,0.0514,55
184285,0.719,0.301,52
201147,0.455,0.169,60
291580,0.758,0.032,61
208040,0.623,0.0641,53
201520,0.498,0.0733,61
186773,0.758,0.0724,55
229992,0.696,0.41,53
206867,0.856,0.1,54
91920,0.417,0.371,54
210453,0.705,0.267,56
242307,0.473,0.249,57
167747,0.491,0.0614,53
212920,0.747,0.0403,60
293600,0.744,0.049,59
174093,0.58,0.0571,58
209293,0.256,0.0382,58
241360,0.618,0.0891,55
232502,0.409,0.0406,53
229159,0.541,0.046,50
221227,0.786,0.0707,60
222769,0.628,0.0338,56
39640,0.71,0.0897,56
229800,0.781,0.17,57
186333,0.769,0.08,60
193813,0.704,0.0699,57
236827,0.78,0.0445,53
153840,0.752,0.052,54
188619,0.701,0.0567,52
177987,0.688,0.159,58
279985,0.681,0.0933,54
209869,0.548,0.294,55
207130,0.68,0.133,57
263693,0.632,0.161,60
180659,0.673,0.139,57
206912,0.623,0.033,57
207871,0.758,0.118,53
360107,0.63,0.0551,57
178708,0.621,0.114,54
360476,0.679,0.0411,55
155000,0.809,0.201,55
158313,0.809,0.164,53
183679,0.491,0.127,56
216497,0.706,0.171,58
197721,0.541,0.131,58
369293,0.41,0.504,62
225775,0.695,0.0506,55
171938,0.658,0.326,51
255093,0.705,0.0349,58
197409,0.424,0.378,55
212044,0.852,0.123,62
60000,0.659,0.43,53
192067,0.743,0.0374,55
183303,0.651,0.18,59
262560,0.717,0.029,59
230960,0.529,0.269,57
248293,0.807,0.0462,52
228314,0.686,0.29,58
166880,0.547,0.0308,56
192720,0.381,0.104,60
194960,0.67,0.0846,58
260867,0.346,0.0832,58
209700,0.714,0.0533,62
295360,0.741,0.132,56
225627,0.649,0.047,57
219150,0.797,0.167,59
175324,0.465,0.0356,53
251200,0.576,0.0295,52
246952,0.775,0.137,58
215467,0.64,0.12,58
192453,0.801,0.0914,54
277152,0.668,0.0833,56
178240,0.657,0.0537,58
202613,0.657,0.245,57
188907,0.639,0.305,55
317369,0.827,0.238,56
268202,0.499,0.0678,52
240107,0.524,0.0629,54
265893,0.668,0.0799,52
228400,0.745,0.0439,60
217120,0.612,0.0476,56
282876,0.87,0.199,52
216791,0.662,0.0331,55
190467,0.766,0.154,56
218160,0.499,0.0518,59
270893,0.856,0.0331,63
307400,0.721,0.0387,55
315360,0.562,0.0314,57
242587,0.687,0.171,56
229240,0.755,0.187,54
224081,0.721,0.0398,53
278200,0.856,0.226,58
205775,0.684,0.233,52
147699,0.62,0.301,53
243227,0.763,0.0364,62
111253,0.518,0.0868,53
196791,0.618,0.0259,57
228390,0.368,0.0651,59
205029,0.426,0.0764,59
368280,0.493,0.0854,58
225013,0.781,0.0709,57
266481,0.337,0.136,57
240280,0.644,0.341,61
206814,0.665,0.0668,59
227068,0.556,0.0269,55
159852,0.624,0.0998,55
207826,0.826,0.354,53
199970,0.771,0.128,54
239000,0.817,0.0512,59
385413,0.621,0.134,60
214787,0.655,0.116,55
60000,0.779,0.253,53
136934,0.731,0.102,58
194587,0.758,0.154,59
284693,0.707,0.0656,62
261747,0.578,0.0396,54
279801,0.716,0.0635,55
252954,0.403,0.0357,55
261453,0.442,0.182,56
202343,0.739,0.0604,61
259918,0.54,0.072,56
188209,0.582,0.327,54
229053,0.534,0.0446,56
150375,0.804,0.0615,54
292733,0.429,0.032,63
276500,0.823,0.0522,54
309040,0.623,0.113,60
204947,0.474,0.0445,54
213535,0.752,0.0754,61
224117,0.691,0.211,56
257834,0.554,0.0413,56
205486,0.757,0.16,53
168055,0.38,0.0526,51
219213,0.647,0.0363,56
278500,0.784,0.326,53
264614,0.482,0.0939,55
323827,0.574,0.0363,55
219653,0.632,0.0274,57
243511,0.746,0.0365,54
225453,0.696,0.0485,55
216500,0.537,0.0815,53
154107,0.709,0.133,51
196093,0.576,0.0394,60
183547,0.485,0.0438,56
257427,0.717,0.0596,52
232941,0.691,0.0338,57
217649,0.538,0.404,51
246273,0.574,0.0636,55
222000,0.654,0.235,57
166926,0.873,0.149,59
214955,0.775,0.323,57
196118,0.796,0.0379,59
218319,0.595,0.033,56
205500,0.465,0.0458,53
286293,0.538,0.208,56
197938,0.797,0.0738,56
194693,0.775,0.223,51
466280,0.465,0.0913,53
241920,0.27,0.039,52
133147,0.842,0.273,52
262587,0.641,0.0918,56
266920,0.39,0.039,64
176472,0.795,0.814,53
222053,0.644,0.0701,58
213543,0.556,0.025,67
234867,0.885,0.332,51
238013,0.655,0.0421,53
312053,0.771,0.0692,56
161880,0.472,0.223,57
225218,0.636,0.041,65
162473,0.761,0.0416,53
224646,0.82,0.305,55
259173,0.803,0.0382,54
240860,0.516,0.287,52
251520,0.629,0.103,53
240427,0.59,0.0609,56
229880,0.54,0.0899,54
223584,0.781,0.0322,59
207027,0.469,0.306,61
180000,0.827,0.112,53
233487,0.593,0.0407,52
241765,0.776,0.207,59
294867,0.652,0.0313,57
256133,0.684,0.0513,58
222333,0.451,0.0956,51
220587,0.684,0.0432,59
299800,0.67,0.0328,57
406467,0.7,0.0373,59
455333,0.326,0.119,55
244760,0.527,0.361,59
194491,0.783,0.0836,53
172695,0.797,0.257,52
202631,0.435,0.0331,54
257960,0.772,0.145,55
183099,0.774,0.215,63
250520,0.497,0.132,57
261544,0.551,0.0637,54
228522,0.683,0.0293,50
203105,0.503,0.316,64
184571,0.627,0.36,61
216519,0.442,0.0752,50
254867,0.633,0.0678,56
229221,0.69,0.211,55
284160,0.664,0.0317,56
408814,0.556,0.0555,51
233893,0.779,0.287,58
293307,0.382,0.0858,58
248738,0.734,0.131,55
186000,0.642,0.0362,53
223040,0.795,0.0526,53
222190,0.808,0.0733,62
214770,0.394,0.0674,60
205600,0.858,0.37,56
263280,0.767,0.0761,59
276667,0.698,0.0496,60
205370,0.483,0.268,53
245014,0.853,0.125,61
235385,0.46,0.0432,50
222867,0.613,0.0382,55
320027,0.307,0.062,55
166800,0.677,0.252,63
235387,0.54,0.0515,64
272095,0.452,0.04,56
239027,0.612,0.0311,58
292800,0.555,0.0431,55
358333,0.717,0.0373,54
275827,0.508,0.0432,59
273279,0.756,0.0637,58
237910,0.757,0.185,55
234731,0.728,0.0891,53
238773,0.544,0.146,52
199002,0.715,0.177,51
274227,0.75,0.0759,62
190000,0.425,0.0387,54
270476,0.666,0.0323,60
250387,0.692,0.0677,54
173767,0.689,0.0463,58
221040,0.798,0.0489,58
260267,0.683,0.0264,55
253613,0.655,0.0723,58
172116,0.772,0.181,55
268657,0.679,0.0454,55
281613,0.767,0.0613,61
206667,0.565,0.0889,60
199800,0.739,0.0449,54
257647,0.756,0.0745,57
212334,0.651,0.0412,59
253747,0.573,0.0432,59
224338,0.691,0.0652,58
316227,0.703,0.0302,57
247182,0.465,0.0325,54
169180,0.476,0.101,53
191886,0.766,0.0484,52
133347,0.657,0.0483,56
235293,0.671,0.0659,59
256720,0.773,0.0339,53
249640,0.451,0.116,53
170787,0.697,0.114,53
143120,0.934,0.0634,51
257347,0.69,0.0395,56
273840,0.546,0.138,56
210596,0.672,0.187,51
267156,0.653,0.213,59
216693,0.581,0.0348,54
231333,0.386,0.0598,53
250267,0.593,0.0263,54
190787,0.642,0.271,51
202733,0.669,0.0584,58
254467,0.699,0.106,59
207493,0.698,0.0825,59
216360,0.734,0.0816,66
203700,0.919,0.0614,52
274670,0.502,0.167,61
256744,0.389,0.0932,55
213942,0.656,0.0953,53
264160,0.404,0.0315,51
171089,0.771,0.0645,58
286573,0.556,0.0463,55
240173,0.659,0.065,55
267413,0.697,0.0425,57
228907,0.862,0.222,62
250453,0.553,0.0306,56
229400,0.78,0.253,60
214600,0.731,0.0638,58
287851,0.739,0.0621,59
175097,0.799,0.0364,65
144541,0.802,0.0998,65
210158,0.711,0.0436,59
190107,0.781,0.0386,56
204760,0.831,0.0483,66
143942,0.746,0.155,57
198880,0.556,0.48,53
221013,0.519,0.179,57
234133,0.786,0.286,61
168975,0.472,0.0328,54
219330,0.591,0.0973,52
178480,0.542,0.0313,59
252245,0.736,0.0327,58
232258,0.512,0.101,58
285907,0.835,0.16,57
215267,0.719,0.0276,59
309840,0.605,0.0388,56
197240,0.825,0.177,60
184013,0.589,0.163,59
184294,0.7,0.0687,53
184627,0.83,0.0761,70
207326,0.551,0.111,52
219000,0.797,0.0411,55
60000,0.815,0.512,52
344347,0.638,0.1,57
264126,0.568,0.474,53
193981,0.842,0.112,50
148357,0.52,0.123,48
191750,0.808,0.215,53
115618,0.925,0.168,53
194252,0.572,0.0374,59
280973,0.667,0.316,54
208893,0.746,0.055,60
256267,0.428,0.494,52
194787,0.669,0.0325,51
209467,0.891,0.0673,63
192453,0.637,0.07,55
248520,0.694,0.0368,53
265333,0.762,0.036,53
213339,0.616,0.427,52
192773,0.932,0.203,59
229307,0.449,0.322,50
260667,0.83,0.0423,59
177400,0.316,0.0582,50
237655,0.865,0.204,55
222293,0.781,0.0468,54
261793,0.575,0.127,53
173121,0.759,0.382,54
286206,0.441,0.122,51
171013,0.889,0.397,56
224600,0.762,0.0818,68
273280,0.634,0.0587,56
251224,0.673,0.0382,52
226947,0.615,0.0658,61
